EXPOCODE,cruise,date,StationID,BottleID,LATITUDE,LONGITUDE,depth,Temperature,Salinity,NO3_plus_NO2,SRP,DOP,DOP_flag,region,method,reference
,BIOSOPE,2004-10-28,21,21,-8.32545,-141.27521,5.6,27.793,35.56,1.54,0.39,0.21,2,South Pacific,Wet oxidation,Raimbault; P.; Garcia; N.; and Cerutti; F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean   evidence for long-term accumulation of organic matter in nitrogen-depleted waters; Biogeosciences; 5; 281 298; https://doi.org/10.5194/bg-5-281-2008; 2008
,KH-14-3,2014-07-20,7,,30.04,-170,50,19.44,34.97,0.07,0.04,0.12,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-20,7,,30.04,-170,50,19.87,34.99,0.01,0.03,0.12,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-20,7,,30.04,-170,73,17.57,34.79,0.05,0.07,0.14,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-20,7,,30.04,-170,93,16.98,34.76,0.07,0.07,0.28,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-20,7,,30.04,-170,99,16.69,34.74,0.78,0.19,0.09,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-20,7,,30.04,-170,103,16.37,34.71,2.84,0.31,0.11,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-20,7,,30.04,-170,124,15.99,34.67,4.09,0.42,0.04,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-20,7,,30.04,-170,140,15.69,34.63,4.36,0.3,0.19,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-20,7,,30.04,-170,148,15.47,34.6,4.6,0.36,0.17,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,0,,,0.01,0.01,0.2,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,0,,,0.01,0.02,0.19,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,5,23.75,34.59,0.01,0.02,0.17,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,10,23.74,34.59,0.01,0.02,0.19,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,19,22.82,34.59,0.01,0.02,0.23,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,22,22.68,34.58,0.01,0.03,0.15,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,30,17.84,34.56,0.01,0.03,0.16,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,40,17.14,34.58,0.01,0.04,0.18,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,49,16.12,34.55,0.08,0.04,0.18,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,66,15.34,34.52,2.01,0.14,0.21,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,70,15.55,34.51,1.84,0.18,0.22,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,74,15.07,34.51,3.09,0.28,0.15,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,99,14.59,34.51,5.92,0.4,0.18,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,99,14.76,34.53,5.61,0.38,0.17,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,123,14.18,34.48,6.08,0.44,0.14,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-14-3,2014-07-21,8,,35.01,-170,151,13.94,34.47,6.75,0.41,0.21,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-21,6,,22.59,-120,0,,,0.01,0.18,0.23,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-21,6,,22.59,-120,0,,,0.01,0.19,0.2,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-21,6,,22.59,-120,6,24.97,34.4,0.01,0.18,0.22,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-21,6,,22.59,-120,11,24.95,34.4,0.01,0.19,0.22,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-21,6,,22.59,-120,20,24.94,34.41,0.01,0.19,0.22,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-21,6,,22.59,-120,28,24.9,34.41,0.01,0.21,0.19,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-21,6,,22.59,-120,31,23.97,34.35,0.01,0.19,0.21,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-21,6,,22.59,-120,51,22.57,34.25,0.01,0.21,0.2,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-21,6,,22.59,-120,51,22.6,34.27,0.01,0.22,0.19,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-21,6,,22.59,-120,76,20.49,34.05,0.01,0.23,0.18,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-21,6,,22.59,-120,99,18.67,33.92,0.06,0.24,0.16,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-21,6,,22.59,-120,104,18.75,33.94,0.06,0.24,0.14,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-21,6,,22.59,-120,119,17.14,33.9,2.38,0.68,0.12,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-24,7,,23,-130,0,,,0.01,0.16,0.19,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-24,7,,23,-130,0,,,0.01,0.17,0.18,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-24,7,,23,-130,6,24.32,34.68,0.01,0.17,0.18,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-24,7,,23,-130,10,24.25,34.67,0.01,0.17,0.18,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-24,7,,23,-130,20,24,34.67,0.01,0.17,0.18,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-24,7,,23,-130,26,23.96,34.66,0.01,0.18,0.18,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-24,7,,23,-130,31,23.95,34.67,0.01,0.18,0.18,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-24,7,,23,-130,50,22.27,34.65,0.01,0.16,0.17,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-24,7,,23,-130,57,20.99,34.59,0.01,0.13,0.16,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-24,7,,23,-130,74,20.56,34.56,0.01,0.15,0.15,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-24,7,,23,-130,100,19.91,34.62,0.01,0.13,0.14,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-24,7,,23,-130,116,19.19,34.61,0.03,0.12,0.14,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-24,7,,23,-130,125,19.15,34.64,0.01,0.12,0.13,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-24,7,,23,-130,140,18.62,34.63,0.57,0.17,0.12,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-24,7,,23,-130,150,17.87,34.5,1.7,0.29,0.08,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-27,8,,22.59,-140,0,,,0.01,0.06,0.2,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-27,8,,22.59,-140,0,,,0.01,0.06,0.2,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-27,8,,22.59,-140,5,24.2,35.03,0.01,0.07,0.21,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-27,8,,22.59,-140,10,24.2,35.03,0.01,0.07,0.21,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-27,8,,22.59,-140,20,24.18,35.03,0.01,0.07,0.21,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-27,8,,22.59,-140,24,23.96,35.05,0.01,0.07,0.21,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-27,8,,22.59,-140,30,24.11,35.03,0.01,0.07,0.21,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-27,8,,22.59,-140,51,23.5,35.07,0.01,0.06,0.21,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-27,8,,22.59,-140,51,23.26,35.12,0.01,0.05,0.2,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-27,8,,22.59,-140,75,21.43,34.94,0.01,0.09,0.19,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-27,8,,22.59,-140,100,21.11,35.05,0.01,0.08,0.19,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-27,8,,22.59,-140,110,20.13,34.84,0.01,0.11,0.18,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
,KH-17-4,2017-08-27,8,,22.59,-140,116,20.22,34.99,0.7,0.17,0.12,2,North Pacific,Wet oxidation,Hashihama; F.; Saito; H.; Shiozaki; T.; Ehama; M.; Suwa; S.; Sugiyama; T.; et al. (2020). Biogeochemical controls of particulate phosphorus distribution across the oligotrophic subtropical Pacific Ocean. Global Biogeochemical Cycles; 34; e2020GB006669. https://doi.org/10.1029/2020GB006669
